1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,1
109,0
110,1
111,1
112,1
113,1
114,1
115,2
116,1
117,3
118,3
119,3
120,3
121,3
122,3
123,3
124,3
125,2
126,3
127,2
128,4
129,3
130,3
131,2
132,2
133,2
134,2
135,2
136,2
137,2
138,2
139,2
140,2
141,2
142,2
143,2
144,2
145,2
146,2
147,2
148,2
149,2
150,2
151,2
152,2
153,2
154,2
155,2
156,2
157,2
158,2
159,2
160,2
161,2
162,3
163,2
164,2
165,2
166,3
167,4
168,3
169,6
170,2
171,11
172,21
173,58
174,81
175,95
176,106
177,188
178,255
179,303
180,407
181,575
182,836
183,1103
184,1480
185,1418
186,1678
187,1902
188,2074
189,2189
190,2275
191,2325
192,2470
193,2433
194,2425
195,2528
196,2488
197,2426
198,2472
199,2463
200,2406
201,2331
202,2298
203,2312
204,2204
205,2150
206,2213
207,2161
208,2043
209,2006
210,2030
211,1961
212,1874
213,1902
214,2009
215,1966
216,2019
217,2042
218,2094
219,2046
220,2081
221,2078
222,2167
223,2077
224,2018
225,1905
226,1973
227,1935
228,1900
229,1817
230,1725
231,1720
232,1670
233,1591
234,1529
235,1427
236,1475
237,1460
238,1412
239,1317
240,1384
241,1313
242,1370
243,1131
244,1127
245,1016
246,824
247,808
248,746
249,601
250,613
251,563
252,561
253,508
254,482
255,499
